State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3400,04/16/2022,28.2,27.2,28.2,44.6,28.3,24,13.2,36.1,43.6
3600,04/16/2022,26.3,22.4,18.7,33.2,27.8,13,10.7,32.3,36.5
4400,04/16/2022,21.3,-10.5,63.4,20.1,33.1,-13,104,34.5,36.4
900,04/17/2022,28.7,24.9,21.4,31.1,38.5,37.2,-6.09,35.8,34.1
2500,04/17/2022,20.8,6.7,5.38,17.4,19.9,64.5,-13.4,22.8,25.7
3400,04/17/2022,24.8,23.1,27.7,33.3,17.9,24,11.9,26.1,34
3600,04/17/2022,23.1,18.3,16.5,23.3,16.6,16.1,10.5,23.1,29
4400,04/17/2022,18.5,-18.7,32.8,19.1,17.7,-14.3,120,28.1,38.4
900,04/18/2022,27.4,22.1,20.3,26.5,34.1,36.1,-3.63,31,28.6
2500,04/18/2022,19.2,5.98,7.29,16.7,18.4,52.3,-11,20.2,21.8
3400,04/18/2022,23.8,21.2,27,29.5,13.8,21.6,11.2,22.6,30.8
3600,04/18/2022,21.9,14.9,16.4,19.8,13.3,18.2,7.52,20.1,26.1
4400,04/18/2022,14.2,-20.4,39,9.2,12.7,-13.4,74.3,19.6,26.1
900,04/19/2022,24.5,19.9,14.2,20.1,26.5,38.4,-0.22,25.7,24.5
2500,04/19/2022,18.1,8.06,11.8,12.7,11.3,47,-9.94,16.4,20.9
3400,04/19/2022,22.1,21.3,26.3,23.1,7.64,22,11.5,17.6,26.6
3600,04/19/2022,19.8,14.2,15.6,13.5,6.74,18,7.61,14.7,21.5
4400,04/19/2022,11.9,-18.6,18.3,7.62,5.13,-13.8,88.1,15.6,25.5
900,04/20/2022,24.2,21.9,20.3,18.5,22.4,39.3,-0.473,23.5,23.6
2500,04/20/2022,15.9,11.9,18.2,9.25,2.08,45.2,-9.02,10.7,18.8
3400,04/20/2022,21.6,23.5,32.4,22.2,3.81,22.2,10.4,15.2,25.6
3600,04/20/2022,19.4,16.1,22.7,12.7,2.37,16.8,8.05,12.4,21.1
4400,04/20/2022,13,-14.4,22.4,15.2,-1.44,-17.3,82.6,12.7,26.9
900,04/21/2022,27,26.4,22.9,26.5,31.1,34.4,3.32,30.5,29.5
2500,04/21/2022,20.2,18.1,26.3,18.3,10.7,41,-5.84,19.4,27.3
3400,04/21/2022,25,25.3,34.9,32.6,11.1,21.3,12.2,23.4,34.5
3600,04/21/2022,22.3,18.2,26.3,20.9,8.81,17.1,8.26,19.3,28.4
4400,04/21/2022,17.7,-8.46,20.7,23.4,5.63,-19.7,80.5,21.6,37.8
900,04/22/2022,25.2,28.3,30.3,21.8,24.8,22,5.71,24.3,23.5
2500,04/22/2022,21.1,22.4,25.9,22,6.01,34.3,-1.17,19.1,31.8
3400,04/22/2022,24.2,24.7,38.1,28.1,7.68,25,10.5,19.5,30
3600,04/22/2022,21.5,18.3,21.1,19.7,6.87,16.7,6.79,17,25.4
4400,04/22/2022,22.2,-2.52,5.47,22.2,0.824,-21.1,86.4,17.4,33.9
900,04/23/2022,24.3,32.6,31.2,19.1,19,9.7,6.29,22.5,24.5
2500,04/23/2022,20,26.6,20.4,21.8,-1.79,26.1,0.775,15.4,32.5
3400,04/23/2022,23,23.7,40.2,26.7,5.75,19.9,10.8,18.3,29.1
3600,04/23/2022,21.8,19.7,20,19.3,4.04,19.3,6.62,16.1,26.2
4400,04/23/2022,21.6,1.29,15.2,26.6,-7,-22.4,61.8,10.6,28
900,04/24/2022,27.3,41.7,30.3,30.6,31.4,-5.32,4.29,32.6,33.2
2500,04/24/2022,25.1,31.9,23.8,34.1,13.1,17.1,4.6,27.5,41.5
3400,04/24/2022,26.4,24.4,41.7,36.7,17.3,20.5,11.8,28.5,37.8
3600,04/24/2022,25.3,23.2,19.8,28.2,15.4,17.8,4,25.7,33.8
4400,04/24/2022,28.6,13.3,13.4,36,6.62,-23.8,48.3,20.8,33.1
900,04/25/2022,26.9,43.6,26.8,32.6,35,-5.79,1.91,36.1,36.4
2500,04/25/2022,24.7,33.4,20.9,32,14.8,22.9,5.19,28,40.5
3400,04/25/2022,26.3,25.3,37.5,37.6,21.3,20.5,12,30.9,38.6
3600,04/25/2022,25.5,25.9,16.7,30,18,16.8,5.57,27.4,34.6
4400,04/25/2022,35.8,21.9,13.7,49.1,7.34,-4.46,21.1,31.1,55.2
900,04/26/2022,28.4,44.7,27.8,41.8,42.5,-10,0.254,42.8,42.4
2500,04/26/2022,25,32.7,15.8,38,22,23.9,3.82,33.3,43.8
3400,04/26/2022,27.2,24.9,38.3,42.5,29.1,19.5,10.6,36.4,42
3600,04/26/2022,27.4,27.2,16,37.2,26,18.9,4.02,34.2,40.3
4400,04/26/2022,40.1,21.6,12,56.6,13.1,29.3,35,31.5,47.3
900,04/27/2022,26.7,42,15.9,41.7,48.5,-11.1,2.87,42.5,38.4
2500,04/27/2022,24.6,27.2,6.13,40.9,31.4,23.8,1.75,38,43.5
3400,04/27/2022,26.9,21.7,34.3,43.9,35.8,20.6,8.35,39.5,42.1
3600,04/27/2022,27.3,24.7,7.92,38,32.4,18,1.45,37.3,40.5
4400,04/27/2022,36.6,17.4,5.61,45.2,24.3,33.8,124,35,41.6
900,04/28/2022,22.1,35.6,11.1,32,35.1,-5.18,-2.5,31.5,29.1
2500,04/28/2022,18.3,19.8,-3.52,28.2,16,28,-1.21,25.8,34.9
3400,04/28/2022,22.7,18.9,30,31.9,24.2,23.5,6.13,28.5,31.8
3600,04/28/2022,22.8,21.9,2.85,27.3,21.3,17.7,1.8,26.8,30.7
4400,04/28/2022,32,15.9,-3.63,38.7,11.9,51.1,63.7,27.2,39.2
900,04/29/2022,24.2,36.5,11.5,35,35.7,7.36,-6.9,35.2,34.6
2500,04/29/2022,17.5,16.4,-2.18,28,17.7,29.7,-0.199,25.9,33.5
3400,04/29/2022,23.6,19.9,30.3,33.4,22.8,22.5,8.36,28.6,33.4
3600,04/29/2022,23.6,21.4,3.42,28.4,19.9,20.8,3.81,27.4,33.1
4400,04/29/2022,31.5,11.8,2.93,41.4,7.42,33,87.1,26.6,43
900,04/30/2022,25.5,34.3,12.6,40.1,36.6,11.8,-10.2,37.9,38.5
2500,04/30/2022,18.7,15,1.44,29.6,20.1,28.6,-0.52,27.4,34.1
3400,04/30/2022,24.5,23.2,32.6,34.1,21.3,24.5,8.38,28.6,34.9
3600,04/30/2022,23.8,22.4,7.22,30,18.5,17.3,4.05,27.3,34.3
4400,04/30/2022,31.2,8.88,-5.17,46.7,5.72,18.6,88.8,29.1,50.3
900,05/01/2022,24.3,34,5.3,39.3,35.1,19,-9.57,37,38
2500,05/01/2022,19.2,14.6,-5.11,29.4,20.6,33.4,0.681,29.7,38.2
3400,05/01/2022,23.9,26.3,18.3,38,19.7,21.7,7.13,29.9,38.8
3600,05/01/2022,24.2,24.8,2.65,33,18.6,17.6,4.77,28.4,36.3
4400,05/01/2022,27.2,10.1,-4.61,50.2,3.48,-1.46,81,28.6,52
900,05/02/2022,26.6,34.4,13.7,40.7,36.2,16.1,-5.8,37.3,37.8
2500,05/02/2022,20.8,14.9,-1.46,31.1,20.5,33.5,0.518,31.3,41.7
3400,05/02/2022,25.3,26.3,22.8,39.3,19.9,23.3,10,30.2,39.1
3600,05/02/2022,25.5,24.6,6.28,35.1,19,18.9,6.34,29.4,38
4400,05/02/2022,25.8,6.18,-10.1,46.7,8.73,-11.3,102,28.6,46
900,05/03/2022,29.3,36.5,21.8,39.1,39.3,21,-2.69,37.4,36.2
2500,05/03/2022,20.7,12.1,3.88,29.5,20.4,31.9,1.83,28.7,36.5
3400,05/03/2022,27.2,25.5,28,41.1,19.4,20.5,11.4,30.7,40.5
3600,05/03/2022,26.3,23.8,10.1,34.6,18.6,19.1,9.21,28.9,37.4
4400,05/03/2022,25.3,4.46,-11.4,43,7.18,-42.7,83.8,29.8,51.5
900,05/04/2022,30.6,34.7,29.3,40.2,37.4,21.1,0.71,37.5,37.4
2500,05/04/2022,23.3,14.2,4.56,35.3,22.1,38.5,6.66,31.1,39.5
3400,05/04/2022,28.4,25,30.4,42.6,19.5,21,15.2,31.3,41.5
3600,05/04/2022,27.2,22.3,11.9,34.2,19.2,20.2,13.8,28.7,36.6
4400,05/04/2022,24.5,0.91,-18.2,43.3,6,-31.3,39.1,27.7,49.9
900,05/05/2022,31.3,35.4,28.8,39.8,37.2,17.8,1.61,38.2,38.7
2500,05/05/2022,23.9,13.5,7.89,35.7,21.6,37.5,10.7,29.7,37.2
3400,05/05/2022,28.9,25,33.8,43.3,19.7,21.5,18.9,31.9,42.5
3600,05/05/2022,27.7,21.1,14.7,34.5,19.9,19,16.3,29.2,36.8
4400,05/05/2022,22.6,-1.46,-19.5,35.7,4.31,-38.9,55.9,21.1,37.6
900,05/06/2022,29.5,30.2,27.3,40.2,34.1,14.4,10.5,35.6,36.4
2500,05/06/2022,24,12.8,11.8,35.1,21.1,32.3,8.8,28.6,35.6
3400,05/06/2022,27.5,21.6,33.6,41.8,18.7,18.7,19.6,30.2,40.2
3600,05/06/2022,26.2,18.4,17.5,32.1,19.5,16.9,17.1,27.7,34.3
4400,05/06/2022,20.3,-0.246,-25,34.2,8.25,-21.7,45.1,21.8,34.4
900,05/07/2022,29.8,27.5,26.4,40.3,36,16.5,4.19,34.3,33.2
2500,05/07/2022,24.3,11,11.9,36.8,24.1,33,3,29.4,34.3
3400,05/07/2022,27.5,17.5,36.9,43.3,19.9,17.9,21.3,29.8,38.6
3600,05/07/2022,27.3,15,22.9,32.3,22.8,19.1,16.8,29.4,34.8
4400,05/07/2022,18.1,-3.97,-26.4,24.8,12.9,-21.9,33.5,24.5,34.4
900,05/08/2022,29.8,26.1,39.2,36,32.8,15.6,4.29,30.7,29.3
2500,05/08/2022,24.5,14.9,20.9,34.3,19.5,32.1,0.94,24.8,29.7
3400,05/08/2022,28.7,20.1,54.9,39.5,18.9,20.3,22.6,27,34.2
3600,05/08/2022,26.9,15.8,32.4,28.6,20.4,22.7,17.9,26.2,30.9
4400,05/08/2022,18.4,-4.42,-30,21.1,12.4,-9.19,39.1,21.2,28.5
900,05/09/2022,27.3,25.8,32.5,33.6,29.6,20.5,3,28.4,27.6
2500,05/09/2022,23.5,13.4,14,34.8,19.5,41.2,-2.12,25.1,30.4
3400,05/09/2022,27.7,22.2,51.3,40.1,18.1,19.9,20.8,26.7,34.4
3600,05/09/2022,26.5,17.5,28.2,28.6,20.9,20.5,17.1,26.6,31.1
4400,05/09/2022,16.8,-4.09,-18.9,20,6.78,-19.4,80.4,17.2,26.1
900,05/10/2022,24.8,26.3,25.8,31,25,18.2,-2.67,24.9,24.8
2500,05/10/2022,23.8,15.8,9.18,35.7,18.7,43.3,-3.43,25.8,32.6
3400,05/10/2022,25.8,23.3,45.2,38.2,16.7,22.2,20.9,25,32.4
3600,05/10/2022,24.9,17.8,23.5,27,19.7,18,12.8,25,29.1
4400,05/10/2022,17.1,-4.45,-22.4,20.5,5.86,15.6,104,18.1,28.8
900,05/11/2022,24.3,26,15.6,28.8,22.5,22.4,-5.91,24.3,25.4
2500,05/11/2022,22.3,15.2,9.52,34.7,15.6,37.6,-3.49,23.8,31.7
3400,05/11/2022,23.9,24.1,41.6,34.8,13.9,21,18.3,21.7,28.6
3600,05/11/2022,23.6,18.4,21.5,26.1,17.2,17.6,12.3,23.4,28.2
4400,05/11/2022,16.9,-3.35,-24.3,20.2,4.25,45.3,97.1,15.1,24.2
900,05/12/2022,23.4,20.3,23.9,29.5,21.8,19.9,-3.41,24.2,25.6
2500,05/12/2022,23.4,13.5,9.35,38.7,18.7,38.5,-5.03,28,36.9
3400,05/12/2022,24.1,19.6,41.4,38.5,15.7,20.7,16,24.2,31.7
3600,05/12/2022,24.1,14.7,21.1,29.1,18.7,18.2,9.68,25.9,31.4
4400,05/12/2022,16.8,-7.51,-7.95,24.3,9.25,29.4,61.7,20.8,30.7
900,05/13/2022,23.6,22.1,23.2,27.4,22.1,13.7,-4.11,23.9,24.9
2500,05/13/2022,24.4,14.3,7.67,40.1,19.1,37,-3.26,28.4,37.4
3400,05/13/2022,25.5,21.9,42.6,40.8,16.4,22.3,15.4,26.1,34.6
3600,05/13/2022,26.1,16.7,20,31.9,19.5,20.3,9.51,27.7,34.1
4400,05/13/2022,23.6,-10.9,6.81,27.5,7.88,39.1,62.3,25.5,41.5
900,05/14/2022,22.5,24.7,26.5,26.9,18.4,13.5,6.27,24.3,27.9
2500,05/14/2022,23.6,15.8,6.62,36.5,14.8,32.3,3.58,27,39.1
3400,05/14/2022,26.1,25.9,38.8,41,14.9,26.1,15.9,26.4,36.4
3600,05/14/2022,25.5,18.6,15.1,32.6,17,19.8,10.5,26.8,34.5
4400,05/14/2022,26.7,-5.59,11.9,31.1,6.18,48.7,76.5,26.4,45.4
900,05/15/2022,23.4,24.4,27.2,30.7,21.5,11.4,7.37,28.3,32.5
2500,05/15/2022,24.3,12.3,7.1,40.4,19.2,29.1,7.45,32.2,45.1
3400,05/15/2022,25.3,24,30.7,42.8,16,23.3,16,28.3,39.2
3600,05/15/2022,26.3,16.1,14.1,36.4,19.3,13.6,11.3,30.2,38.9
4400,05/15/2022,29.4,-7.56,25.9,34,7.83,58.4,89.1,32.8,57.8
900,05/16/2022,24,24.9,28.3,33.6,22.3,7.88,9.92,30.6,35.8
2500,05/16/2022,25.8,13.6,14.5,42.5,19.5,24.7,8.5,33.8,48.2
3400,05/16/2022,25.3,21.1,31.2,44.4,17,22.8,15.2,30,41.5
3600,05/16/2022,26.7,15.5,16.1,37.5,19.7,14,13.3,30.3,38.9
4400,05/16/2022,33.1,-7.02,18.1,29.4,9.09,84.5,47.3,32.8,56.1
900,05/17/2022,23.3,22.8,28.6,37.9,21.8,11.4,14.1,32.2,38.8
2500,05/17/2022,26.4,12.5,14.7,47.8,20,21.8,7.27,36.1,52.6
3400,05/17/2022,25.5,20.9,28.8,46.6,18.1,21.4,16.3,31.6,43.5
3600,05/17/2022,27.5,14.5,20,41,20.6,15.6,15.7,32,41.2
4400,05/17/2022,32.3,-13.7,37,44,8.1,75.5,49.7,35.9,64.7
900,05/18/2022,23.4,24.5,36.1,43.5,25.8,3.75,14.4,33.8,38.7
2500,05/18/2022,28.1,12.7,18.5,50.7,23.4,18.2,7.36,39.2,55.3
3400,05/18/2022,27.8,21.9,27.4,53.3,21.3,21.4,18.1,36.4,49.7
3600,05/18/2022,28.9,14.9,23.8,44.8,23.7,12.5,13.4,34.9,44
4400,05/18/2022,35.6,-14.2,39.1,52.5,9.51,28.7,41,46.2,85.2
900,05/19/2022,23.8,28.6,24,42.3,23.1,7.8,15.8,31.8,37.2
2500,05/19/2022,26.4,14.3,16.2,47.7,21.1,14.6,7.99,35.2,49.5
3400,05/19/2022,26.5,25.7,21.9,50.2,19.4,18.1,18.2,33.6,46.1
3600,05/19/2022,28.6,18.1,24.2,43.5,21.3,10.8,16,32.8,42
4400,05/19/2022,39.5,-9.2,28.2,48.7,6.76,13.2,83.3,43.4,82.8
900,05/20/2022,24,31,21.7,44.4,24,10.3,10.3,32.2,37.3
2500,05/20/2022,26.5,13.9,11.2,47.9,20.9,17.2,9.46,36.7,52.7
3400,05/20/2022,25.6,25,22.1,48.7,19,14.5,18,32.6,44.5
3600,05/20/2022,27.4,18,22,43.4,19.8,10.8,16.5,31.6,41
4400,05/20/2022,35.1,-5.51,7.07,50.9,9.85,8.76,103,43.9,80.3
900,05/21/2022,22.9,28.3,20.3,41,25.1,7.51,7.36,31.3,35.1
2500,05/21/2022,25.9,13.3,16.1,46.5,21,17,12.9,35.6,50.3
3400,05/21/2022,24.4,22.7,22.5,46.1,18.4,12,17.9,31.4,42.8
3600,05/21/2022,26.9,17.9,20.4,40.5,19.2,11.2,17.1,30.3,39.2
4400,05/21/2022,30.4,-5.9,5.4,37.6,8.09,14.9,78.8,35.2,63
900,05/22/2022,22.5,28.2,19.5,38.3,23.5,11.8,6.81,29.3,32.9
2500,05/22/2022,25,12.7,20.7,43,18.3,25,11.6,31.8,45.3
3400,05/22/2022,25.2,21.7,28.5,45.2,17.6,15.8,20.4,30.9,42.5
3600,05/22/2022,27.2,18,22.8,39.6,18.7,11.2,17.3,29.6,38.3
4400,05/22/2022,26,-6.16,-1.59,38.4,7.27,26.4,43.7,32.2,57.1
900,05/23/2022,21.8,28.2,17.2,38.1,23.1,5.24,5.64,28.8,32.2
2500,05/23/2022,23.9,11.8,18.7,40.2,16.6,27.9,11.3,27.9,38.8
3400,05/23/2022,25.3,22.4,33.2,42.5,15.6,15.3,20.7,29.1,41
3600,05/23/2022,26.1,17.1,20.2,37.5,16.7,9.18,16.1,27.2,35.5
4400,05/23/2022,24.4,-5.17,-5.61,39.9,8.49,34.1,51.6,31.6,54.5
900,05/24/2022,22.6,29.5,17.3,33.5,23.1,-0.145,10.2,26,27.7
2500,05/24/2022,22.9,12.5,21.4,32,14,30.5,11.9,24.1,33.9
3400,05/24/2022,24.2,21.3,38.4,39.4,10.7,15.7,18.9,25.4,38.3
3600,05/24/2022,24.8,17.6,16.6,32.9,13.5,8.56,14.3,23.2,30.9
4400,05/24/2022,24.5,3.77,10.4,23,7.83,41,20.8,26.5,44
900,05/25/2022,22.2,30.1,13.1,29.7,19.3,4.42,8.52,23.8,26.6
2500,05/25/2022,22,13.2,19.9,27.2,11.8,40.9,8.95,20.7,29.1
3400,05/25/2022,23.6,22.5,43.5,36.2,8.93,21.2,17.7,22.4,34.4
3600,05/25/2022,24.5,20.7,16.6,31.2,12.2,14.9,17.2,21,28
4400,05/25/2022,25.2,8.31,7.7,26.5,4.66,91.7,50.8,23.1,40.8
900,05/26/2022,22.8,33.8,17.3,31.6,22.6,0.529,7.97,25.4,27.1
2500,05/26/2022,23.5,14.5,21.5,25.4,13.1,45.9,9,20.7,27.7
3400,05/26/2022,25.4,25.5,53.2,36.3,10.8,25,19.5,23.4,34.7
3600,05/26/2022,24.8,23.2,15,30,14,15.9,17.5,20.5,25.6
4400,05/26/2022,23.8,9.03,-0.876,31.4,6.04,97.7,76.2,23.7,40.1
900,05/27/2022,21.8,29.8,18.7,30.2,23.5,2.31,6.58,24.9,25.7
2500,05/27/2022,24.7,15.2,24.4,25.1,14.6,47.2,10.5,21,26.8
3400,05/27/2022,26.2,25.9,50.7,37.3,13.3,29,17.8,25.2,35.7
3600,05/27/2022,25,23.1,16.3,29.8,16.4,16.4,16.2,21.4,25.3
4400,05/27/2022,23.1,12.3,-1.99,34.7,8.88,72.3,71.6,24.4,38.7
900,05/28/2022,21.5,26.4,19.2,31.8,24.6,2.33,3.8,25.7,26.3
2500,05/28/2022,25.8,15.3,20.4,27.2,15.9,50.3,9.9,21.9,27.2
3400,05/28/2022,26.8,24.2,52.5,38,15.8,29.4,18.8,26.9,36.7
3600,05/28/2022,25,22,18.6,30.1,17.8,16.5,15,22,25.2
4400,05/28/2022,24.2,13.2,-8.6,41.7,12,55.5,99.8,28.9,44.4
900,05/29/2022,21.4,26.2,23.4,33.5,26.6,0.824,2.9,27.3,27.7
2500,05/29/2022,25.2,16.5,22.8,26.9,16.2,49.2,4.4,22.6,28.2
3400,05/29/2022,26.2,24.1,56.5,37,16.9,26.4,16.7,26.9,35.8
3600,05/29/2022,23.7,21.5,18.8,27.4,17,19.2,13.7,20.8,23.6
4400,05/29/2022,22.5,12.4,-4.3,36.5,12.1,51.8,81.6,27.9,41.7
900,05/30/2022,25.2,33.6,34.2,32.3,30.2,8.58,10,27.2,25.3
2500,05/30/2022,24.2,15.5,34,20,13.8,61.2,2.82,18.2,22.1
3400,05/30/2022,25.8,22.7,57.8,32.4,13.8,32.2,21.9,22.8,30.9
3600,05/30/2022,22.6,20.8,20.1,21.2,15.9,17.3,13.8,16.8,17.4
4400,05/30/2022,24.7,10.8,-3.28,29.7,10,81.8,73.1,25.1,38.3
900,05/31/2022,21.9,27.7,31.3,34.3,30.5,0.83,-6.47,30.2,29.9
2500,05/31/2022,27.3,20,28.7,29,22.7,42.1,8.65,27.5,31.7
3400,05/31/2022,27.4,27.5,59.1,40.6,23.6,28.8,16.5,30.9,37.4
3600,05/31/2022,26.1,24.3,27.3,30.3,22.5,17.6,16.6,26,28.7
4400,05/31/2022,18.9,13.1,-34,35.6,16.3,45.4,118,28.6,39.6
900,06/01/2022,24.1,27.9,26.8,34.8,33.3,5.71,-1.59,32.5,31.9
2500,06/01/2022,29.5,19.5,21.6,30.6,25.1,42.2,11.5,30.6,35.4
3400,06/01/2022,29.3,26.7,45.2,42.6,26.2,26.8,20.6,33.7,40.4
3600,06/01/2022,27.4,22.2,20.4,30.3,23.5,20.2,18.1,27.3,30.3
4400,06/01/2022,18.1,10.1,-23.9,35.1,22.5,10.4,146,28.4,33.2
900,06/02/2022,24.5,24.4,34.7,30.5,32.8,12.4,-1.43,30.9,29.7
2500,06/02/2022,29.4,19.9,23.3,30,23.5,40.3,9.59,30.5,36.9
3400,06/02/2022,29,24.1,45.4,40.3,23,28.5,22,31.1,38.4
3600,06/02/2022,27.9,21,23,29.5,20.8,24.7,18.3,26.4,30.8
4400,06/02/2022,17.9,5.29,-24.7,32.9,22,-8.83,131,28.4,33.5
900,06/03/2022,24.3,21.6,30.7,27.9,29.7,13.7,1.17,28.3,27.4
2500,06/03/2022,27.5,20.2,25.8,27.6,19.1,35.1,5.83,26.9,34.1
3400,06/03/2022,28,23.8,41.4,38,19.5,25.8,20.8,28.6,36.7
3600,06/03/2022,27.7,21.1,25.2,27.5,17.5,24,17.8,23.7,28.6
4400,06/03/2022,16.4,3.21,-19.3,25.7,15.7,-14.2,123,22.7,28.5
900,06/04/2022,25.9,27.2,31.7,27.2,30.4,16.2,3.67,27.3,25.4
2500,06/04/2022,26.2,20.2,27.1,24.6,16.5,40.1,2.13,24.3,31.5
3400,06/04/2022,27.5,25.2,42.1,36.2,17.1,26,19.5,26,33.8
3600,06/04/2022,26.3,20.5,21,25.7,15.4,24.6,17.6,21.6,26.4
4400,06/04/2022,18.2,2.04,-16.8,21.4,15.8,39.8,64.8,21.8,26.5
900,06/05/2022,25.5,25.6,26.5,26.4,28.5,19.5,1.8,25.8,24.2
2500,06/05/2022,27.2,19.4,22.4,23.5,17,40.8,5.92,23.9,30.1
3400,06/05/2022,27.5,24,41.8,36.2,15.6,27.1,19.7,24.6,32.5
3600,06/05/2022,26.9,21.2,21.6,25.9,15,24.9,17.2,21.1,25.9
4400,06/05/2022,22.2,0.862,-15.4,24.6,14.1,-8.2,92.7,21,26.8
900,06/12/2022,22.2,27.2,5.74,31.1,32.9,17.2,-5.43,29.8,27.9
2500,06/12/2022,26,19.4,16.6,31.6,20.1,33.2,2.8,29,37.6
3400,06/12/2022,26,25.3,38.9,43.1,20.4,16.2,13.8,28.7,36
3600,06/12/2022,26.3,25,23,34.2,20.5,13.6,7.83,27.9,33.8
4400,06/12/2022,26.2,-1.77,-31,28,23.7,0.798,56.7,38.2,51.8
900,06/19/2022,19,20.2,6.74,39.3,33.4,11.4,-7.79,30.1,28
2500,06/19/2022,25.7,13.8,14.4,36.2,18.9,40.7,0.523,30.7,42.1
3400,06/19/2022,26.6,22,39.7,46.4,19,20.9,18.3,30.7,41.3
3600,06/19/2022,28,20.3,30.2,36.1,21.1,20,23.8,29.3,35.9
4400,06/19/2022,32.9,-1.86,31.3,48,15.4,-31.1,55,43,70.2
900,06/26/2022,19.4,27.9,18,32.3,29.4,12.5,-0.139,24.3,21.1
2500,06/26/2022,24.9,11.4,19.8,24.6,21,28.2,7.31,26.9,32.6
3400,06/26/2022,26.5,22.4,40.4,40.3,17.9,17.9,20.6,28.7,38.6
3600,06/26/2022,26,20.4,25.4,32.4,20.3,11.6,20.6,26.5,31.6
4400,06/26/2022,31,4.3,49.4,35,10.7,-40.1,81.8,28.2,45.5
900,07/03/2022,24,11.5,20.6,22.8,36.7,20.2,-6.07,26.8,20.7
2500,07/03/2022,28.6,6.4,32.8,23.4,26,23.1,9.12,26.2,26.3
3400,07/03/2022,28.5,13.1,59.2,35.5,23.2,17.1,23.5,29.7,35.9
3600,07/03/2022,28.4,11,34.3,27.7,23.2,23,25.6,27.1,30.4
4400,07/03/2022,16,-3.04,21,29,23.5,22.7,79.2,30.9,37.8
900,07/10/2022,16.5,24,5.86,13.8,14.2,18.5,1.55,12.8,11.8
2500,07/10/2022,24.1,21.4,-10,28.7,6.44,54.3,4.57,19.9,35.1
3400,07/10/2022,23.9,23.8,21.6,32.6,8.46,24.1,7.54,21.6,34.4
3600,07/10/2022,24.3,21.5,8.76,29.6,7.35,32.5,11.4,19.3,30.3
4400,07/10/2022,34.5,13.5,-13.3,10.2,1.52,36.1,179,16.6,32.2
900,07/17/2022,23.2,19.7,17,27,25.1,12.6,-0.738,23.6,22.6
2500,07/17/2022,24.1,11.4,15.1,26.3,18.8,26.8,0.336,25.5,32.6
3400,07/17/2022,28.3,19.3,49.2,38.3,15.7,23.4,19.9,27.9,39.6
3600,07/17/2022,26.9,19.2,36.1,29.6,19,13.6,12.4,24.2,28.6
4400,07/17/2022,29,3.04,3.15,27.1,20.2,7.33,39.6,22.5,24.7
900,07/24/2022,22.2,15.5,14.5,33.2,26.8,36.1,-2.8,27.3,27.6
2500,07/24/2022,27.2,12.5,11.4,38.9,19.1,44.4,1.13,27.5,36.8
3400,07/24/2022,28.1,18,40,46.1,19.8,23,20.7,31.2,42.1
3600,07/24/2022,26.5,18,18.8,37.3,21.3,17.2,15.4,28,33.8
4400,07/24/2022,27,-2.71,-4.03,21,25.5,38.1,65.5,36.9,48
900,07/31/2022,20.1,26.1,-1.74,29.5,29.7,14.7,-9.48,28.2,27.1
2500,07/31/2022,25.5,15.9,-1.18,34.8,25.4,38,-6.16,31,36.8
3400,07/31/2022,24.8,21.6,26.7,41.3,22.1,22.8,10.3,31.6,40.5
3600,07/31/2022,25.8,23,12.9,39.5,23.1,28.3,14.8,31.6,39
4400,07/31/2022,29.6,0.43,-26.7,30.1,38.9,20.6,72,40.3,41.8
900,08/07/2022,22.8,11.9,29.1,27.4,24.4,7.68,-8.4,24,23.7
2500,08/07/2022,34.1,17.4,29.2,36.1,25.4,43.6,21.5,30.8,36.4
3400,08/07/2022,31.2,13.6,54.6,39.9,18.3,26.5,30.5,29.4,40
3600,08/07/2022,29,15.1,33.7,29,19.7,18.9,24.3,24.4,28.4
4400,08/07/2022,36,-3.5,-2.12,12.4,24.2,21.1,92.3,24.1,24.2
900,08/14/2022,21.4,22.3,26.5,25.7,34.1,15.6,-19.7,28.3,24.8
2500,08/14/2022,26.5,20.8,9.7,38.9,25.3,24.1,7.71,32.5,38.5
3400,08/14/2022,26.3,20.9,45.3,38.2,21.3,15.6,25.5,29,36.1
3600,08/14/2022,27,18.4,24.5,29.9,21.2,16.2,23.8,28.2,34
4400,08/14/2022,38.6,11,10.6,-5.27,16.1,-15.2,39.6,12.6,10.3
900,08/21/2022,24.3,26.3,29.3,20.2,25.9,18.1,-3.14,23.2,21.4
2500,08/21/2022,31.6,26,27.2,30.4,24.5,50,14.8,29.4,34.2
3400,08/21/2022,28.2,19.1,54.9,36.6,18.5,33.4,19.8,27.4,35.4
3600,08/21/2022,28.4,20.2,36.7,27.3,21.9,32.9,23.5,26.5,30.2
4400,08/21/2022,28.7,2.31,15.7,8.15,9.73,34.6,12.6,18.2,26.3
900,08/28/2022,20.4,13.8,24.6,28.6,24.4,14.2,-5.48,25.2,25.7
